file,fs_Hz,P_delta,P_theta,P_alpha,P_beta,alpha_over_delta,beta_over_theta
Niketh_Baseline.txt,1999.9999999975557,836.2009648804119,2.311730797904028,1.9377062074080238,2.3511170452539654,0.0023172733455110784,1.0170375579135977
Niketh_Post.txt,1999.9999999975557,70.05784276890255,2.261705115476028,1.63908123999075,1.3168713378191126,0.023396113485788197,0.5822471412423483
Niketh_Baseline2.txt,1999.9999999975557,6.839036600095021,1.7081896428523775,1.231383278743515,1.5196116642777118,0.18005215511295938,0.8896036049839445
Niketh_Post2.txt,1999.9999999975557,6.971536530500666,1.4514859032985075,1.4664349685100495,1.1094705822390285,0.21034602086560916,0.7643688303949437
Niketh_Base3.txt,2000.0000000002203,5.171222093378764,1.543227700116967,1.510203740822927,1.7463198899382704,0.29204000786518003,1.131602219041241
Niketh_Post3.txt,2000.0000000011084,8.204240448342977,1.2562550718995031,2.8801273759574912,1.3535659724855462,0.35105350630468113,1.0774611006655723
